date,airlineName,flightNumber,departureCity,departureAirport,departureTime,arrivalCity,arrivalAirport,arrivalTime,transitCity,transitInterval,lowestPrice,punctualRate
2020/5/24,祥鹏航空 中国联合航空,8L9959 KN5992,安庆,天柱山机场,10:45,北京,大兴国际机场,18:35,宁波,停留4时10分,826,94.87% 100%
2020/5/24,春秋航空 厦门航空,9C8678 MF8177,安顺,黄果树机场,16:15,北京,大兴国际机场,15:20 +1天,上海,停留18时,930,100% 100.00%
2020/5/24,春秋航空 中国联合航空,9C8678 KN5978,安顺,黄果树机场,16:15,北京,大兴国际机场,14:35 +1天,上海,停留17时20分,944,100% 93%
2020/5/24,春秋航空 东方航空,9C8678 MU5129,安顺,黄果树机场,16:15,北京,大兴国际机场,10:40 +1天,上海,停留13时20分,2060,100% 97%
2020/5/24,天津航空 河北航空,GS7604 NS8032,百色,百色机场,23:10,北京,大兴国际机场,21:30 +1天,西安,停留17时30分,755,100.00% 97%
2020/5/24,东方航空 中国联合航空,MU5986 KN5256,保山,保山机场,23:55,北京,大兴国际机场,16:45 +1天,昆明,停留10时50分,786,98.32% 98.32%
2020/5/24,昆明航空 中国联合航空,KY8334 KN5256,保山,保山机场,7:00,北京,大兴国际机场,16:45,昆明,停留3时30分,1115,98.32% 98.32%
2020/5/24,东方航空 南方航空,MU5741 CZ6160,保山,保山机场,16:15,北京,大兴国际机场,23:30,昆明,停留2时45分,1260,96.61% 89.44%
2020/5/24,四川航空 首都航空,3U8354 JD5768,北海,福成机场,15:45,北京,大兴国际机场,01:05 +1天,南昌,停留4时55分,740,87% 87%
2020/5/24,河北航空 厦门航空,NS3322 MF8191,北海,福成机场,19:40,北京,大兴国际机场,11:05 +1天,长沙,停留11时25分,840,66.67% 95%
2020/5/24,西藏航空 南方航空,TV9907 CZ2703,昌都,邦达机场,10:00,北京,大兴国际机场,16:25,重庆,停留2时5分,1782,90% None
2020/5/24,东方航空 中国联合航空,MU9886 KN5216,常德,桃花源机场T2,14:55,北京,大兴国际机场,00:50 +1天,成都,停留5时35分,1012,100% 96.61%
2020/5/24,东方航空 南方航空,MU2916 CZ6121,常州,奔牛机场,9:55,北京,大兴国际机场,14:50,大连,停留1时40分,980,100.00% None
2020/5/24,春秋航空 河北航空,9C8597 NS8028,揭阳,潮汕机场,12:20,北京,大兴国际机场,14:10 +1天,宁波,停留21时55分,550,97% 97%
2020/5/24,山东航空 河北航空,SC8854 NS8028,揭阳,潮汕机场,13:00,北京,大兴国际机场,14:10 +1天,宁波,停留21时15分,610,77% 97%
2020/5/24,春秋航空 中国联合航空,9C8597 KN5992,揭阳,潮汕机场,12:20,北京,大兴国际机场,18:35,宁波,停留2时10分,664,97% 100%
2020/5/24,东方航空 南方航空,MU5958 CZ6160,沧源,佤山机场,20:35,北京,大兴国际机场,23:30 +1天,昆明,停留22时30分,750,96.61% 89.44%
2020/5/24,东方航空 中国联合航空,MU5958 KN5256,沧源,佤山机场,20:35,北京,大兴国际机场,16:45 +1天,昆明,停留14时10分,806,96.61% 98.32%
2020/5/24,红土航空 南方航空,A67116 CZ6160,沧源,佤山机场,15:15,北京,大兴国际机场,23:30,昆明,停留3时50分,1118,89.44% None
2020/5/24,南方航空 南方航空,CZ2848 CZ2801,大理,大理机场,22:15,北京,大兴国际机场,10:35 +1天,重庆,停留8时5分,1050,100% 97%
2020/5/24,东方航空 中国联合航空,MU5755 KN5216,大理,大理机场,16:40,北京,大兴国际机场,00:50 +1天,成都,停留4时,1372,100.00% 96.61%
2020/5/24,重庆航空 东方航空,OQ2348 MU2368,大理,大理机场,22:15,北京,大兴国际机场,09:55 +1天,重庆,停留7时35分,1389,100% None
2020/5/24,东方航空 中国联合航空,MU5755 KN5228,大理,大理机场,16:40,北京,大兴国际机场,23:00,成都,停留2时,1638,100.00% None
2020/5/24,山东航空 河北航空,SC4683 NS8026,大同,云冈机场,9:40,北京,大兴国际机场,19:55,兰州,停留5时55分,860,98.32% 97%
2020/5/24,山东航空 东方航空,SC4684 MU5195,大同,云冈机场,21:35,北京,大兴国际机场,08:55 +1天,青岛,停留8时15分,1270,96.61% 100.00%
2020/5/24,中国国航 中国联合航空,CA4216 KN5218,稻城,亚丁机场,8:15,北京,大兴国际机场,16:25,成都,停留2时10分,1110,87% 100.00%
2020/5/24,海南航空 南方航空,HU7590 CZ6121,东营,胜利机场,10:35,北京,大兴国际机场,14:50,大连,停留1时45分,1051,96.67% 100.00%
2020/5/24,春秋航空 河北航空,9C8848 NS8026,敦煌,敦煌机场,14:00,北京,大兴国际机场,19:55,兰州,停留1时40分,719,97% None
2020/5/24,祥鹏航空 中国联合航空,8L9922 KN5256,芒市,德宏芒市机场,8:50,北京,大兴国际机场,16:45,昆明,停留1时50分,1132,96.61% 98.32%
2020/5/24,东方航空 南方航空,MU5976 CZ6160,芒市,德宏芒市机场,15:15,北京,大兴国际机场,23:30,昆明,停留3时40分,1140,100.00% 89.44%
2020/5/24,瑞丽航空 厦门航空,DR5335 MF8147,芒市,德宏芒市机场,13:10,北京,大兴国际机场,21:00,长沙,停留3时10分,1395,97% 100%
2020/5/24,东方航空 河北航空,MU2603 NS8040,恩施,许家坪机场,10:50,北京,大兴国际机场,22:50,贵阳,停留7时45分,1173,87% 97%
2020/5/24,长龙航空 中国联合航空,GJ8072 KN5992,赣州,黄金机场T2,12:35,北京,大兴国际机场,18:35,宁波,停留1时55分,825,100% 100%
2020/5/24,华夏航空 中国联合航空,G52669 KN5676,固原,六盘山机场,19:45,北京,大兴国际机场,18:25 +1天,银川,停留19时50分,394,93% None
2020/5/24,华夏航空 中国联合航空,G52667 KN5676,固原,六盘山机场,10:30,北京,大兴国际机场,18:25,银川,停留5时,460,93% None
2020/5/24,华夏航空 河北航空,G52669 NS8016,固原,六盘山机场,19:45,北京,大兴国际机场,13:05 +1天,银川,停留14时30分,520,93% 100.00%
2020/5/24,厦门航空 河北航空,MF8264 NS8032,固原,六盘山机场,14:00,北京,大兴国际机场,21:30,西安,停留3时50分,730,100% 97%
2020/5/24,四川航空 南方航空,3U8948 CZ6160,广元,盘龙机场,14:55,北京,大兴国际机场,23:30,昆明,停留3时25分,1120,100% 89.44%
2020/5/24,华夏航空 厦门航空,G54356 MF8202,哈密,哈密机场,13:30,北京,大兴国际机场,21:25,西宁,停留3时45分,1210,97% None
2020/5/24,中国国航 中国联合航空,CA4258 KN5216,哈密,哈密机场,15:50,北京,大兴国际机场,00:50 +1天,成都,停留3时15分,1211,100% 96.61%
2020/5/24,上海航空 中国联合航空,FM9255 KN5218,邯郸,邯郸机场,11:20,北京,大兴国际机场,16:25,鄂尔多斯,停留2时5分,680,87.56% None
2020/5/24,春秋航空 河北航空,9C8858 NS8028,淮安,涟水机场,10:50,北京,大兴国际机场,14:10 +1天,宁波,停留23时50分,590,100% 97%
2020/5/24,春秋航空 中国联合航空,9C8858 KN5992,淮安,涟水机场,10:50,北京,大兴国际机场,18:35,宁波,停留4时5分,705,100% 100%
2020/5/24,山东航空 南方航空,SC8795 CZ6121,济南,遥墙国际机场,10:30,北京,大兴国际机场,14:50,大连,停留1时45分,840,100.00% None
2020/5/24,东方航空 中国联合航空,MU9882 KN5676,嘉峪关,嘉峪关机场,12:35,北京,大兴国际机场,18:25,银川,停留2时,740,94.87% None
2020/5/24,东方航空 中国联合航空,MU9698 KN5970,锦州,锦州湾机场,15:40,北京,大兴国际机场,14:15 +1天,烟台,停留19时40分,598,90% 96.61%
2020/5/24,四川航空 河北航空,3U8200 NS8032,西双版纳,嘎洒国际机场,12:45,北京,大兴国际机场,21:30,西安,停留2时25分,880,97% 97%
2020/5/24,成都航空 南方航空,EU2226 CZ6160,西双版纳,嘎洒国际机场,16:50,北京,大兴国际机场,23:30,昆明,停留2时15分,989,96.67% 89.44%
2020/5/24,祥鹏航空 中国联合航空,8L9901 KN5256,西双版纳,嘎洒国际机场,6:55,北京,大兴国际机场,16:45,昆明,停留3时50分,1010,93.10% 98.32%
2020/5/24,瑞丽航空 中国联合航空,DR6514 KN5256,西双版纳,嘎洒国际机场,8:55,北京,大兴国际机场,16:45,昆明,停留1时45分,1069,98.32% 98.32%
2020/5/24,祥鹏航空 中国联合航空,8L9670 KN5216,康定,康定机场,15:30,北京,大兴国际机场,00:50 +1天,成都,停留5时45分,1201,96.61% None
2020/5/24,四川航空 河北航空,3U8600 NS8032,拉萨,贡嘎国际机场,12:55,北京,大兴国际机场,21:30,西安,停留2时,930,90% 97%
2020/5/24,中国国航 中国联合航空,CA4404 KN5216,拉萨,贡嘎国际机场,17:50,北京,大兴国际机场,00:50 +1天,成都,停留2时10分,1090,97% 96.61%
2020/5/24,中国国航 南方航空,CA1748 CZ6164,六盘水,月照机场,13:25,北京,大兴国际机场,23:35,杭州,停留5时5分,1030,94.87% 96.61%
2020/5/24,中国国航 中国联合航空,CA1997 KN5676,临汾,临汾尧都机场,12:45,北京,大兴国际机场,18:25,银川,停留2时5分,770,83% None
2020/5/24,中国国航 南方航空,CA1796 CZ6164,临汾,临汾尧都机场,15:00,北京,大兴国际机场,23:35,杭州,停留3时50分,1090,100% 96.61%
2020/5/24,东方航空 中国联合航空,MU5994 KN5256,临沧,临沧机场,18:30,北京,大兴国际机场,16:45 +1天,昆明,停留16时20分,936,98.32% None
2020/5/24,长龙航空 中国联合航空,GJ8871 KN5530,临沂,临沂启阳机场,12:15,北京,大兴国际机场,13:50 +1天,长春,停留21时15分,500,100% 97%
2020/5/24,长龙航空 河北航空,GJ8871 NS8018,临沂,临沂启阳机场,12:15,北京,大兴国际机场,22:15,长春,停留5时15分,655,100% 100%
2020/5/24,东方航空 南方航空,MU2668 CZ6164,临沂,临沂启阳机场,15:40,北京,大兴国际机场,23:35,杭州,停留4时5分,960,94.87% 96.61%
2020/5/24,长龙航空 首都航空,GJ8678 JD5352,临沂,临沂启阳机场,14:25,北京,大兴国际机场,20:15,杭州,停留2时5分,1056,98.32% 97%
2020/5/24,春秋航空 南方航空,9C8968 CZ8888,临沂,临沂启阳机场,11:15,北京,大兴国际机场,17:55,上海,停留2时50分,1080,None None
2020/5/24,四川航空 河北航空,3U8200 NS8032,泸州,云龙机场,15:10,北京,大兴国际机场,21:30,西安,停留2时25分,870,97% 97%
2020/5/24,东方航空 中国联合航空,MU5858 KN5256,泸州,云龙机场,8:20,北京,大兴国际机场,16:45,昆明,停留2时10分,1272,100% 98.32%
2020/5/24,祥鹏航空 中国联合航空,8L9942 KN5256,澜沧,景迈机场,23:50,北京,大兴国际机场,16:45 +1天,昆明,停留10时55分,803,100.00% 98.32%
2020/5/24,祥鹏航空 南方航空,8L9710 CZ6160,龙岩,冠豸山机场,15:20,北京,大兴国际机场,23:30,昆明,停留2时20分,1127,98.32% 89.44%
2020/5/24,华夏航空 东方航空,G52838 MU2368,梅州,梅县机场 ,22:45,北京,大兴国际机场,09:55 +1天,重庆,停留6时35分,1380,90% None
2020/5/24,长龙航空 河北航空,GJ8733 NS8026,绵阳,南郊机场,9:30,北京,大兴国际机场,19:55,兰州,停留6时40分,774,97% None
2020/5/24,成都航空 中国联合航空,EU1902 KN2226,牡丹江,海浪机场,11:00,北京,大兴国际机场,19:40,威海,停留5时5分,703,100.00% None
2020/5/24,祥鹏航空 中国联合航空,8L9930 KN5256,宁蒗,泸沽湖机场,18:00,北京,大兴国际机场,16:45 +1天,昆明,停留16时50分,823,94.87% 98.32%
2020/5/24,深圳航空 河北航空,ZH9248 NS8032,攀枝花,保安营机场,11:30,北京,大兴国际机场,21:30,西安,停留5时25分,1000,93% 97%
2020/5/24,深圳航空 南方航空,ZH9248 CZ8824,攀枝花,保安营机场,11:30,北京,大兴国际机场,18:45,西安,停留2时55分,1100,93% None
2020/5/24,祥鹏航空 南方航空,8L9932 CZ6160,普洱,思茅机场,23:00,北京,大兴国际机场,23:30 +1天,昆明,停留20时15分,737,100.00% 89.44%
2020/5/24,祥鹏航空 中国联合航空,8L9932 KN5256,普洱,思茅机场,23:00,北京,大兴国际机场,16:45 +1天,昆明,停留11时55分,803,100.00% 98.32%
2020/5/24,东方航空 南方航空,MU5898 CZ6160,普洱,思茅机场,15:05,北京,大兴国际机场,23:30,昆明,停留4时10分,1320,98.32% 89.44%
2020/5/24,长龙航空 南方航空,GJ8855 CZ2703,黔江,武陵山机场,11:10,北京,大兴国际机场,16:25,重庆,停留1时45分,1030,100% None
2020/5/24,长龙航空 南方航空,GJ8856 CZ6164,黔江,武陵山机场,15:40,北京,大兴国际机场,23:35,杭州,停留3时25分,1077,97% 96.61%
2020/5/24,天津航空 河北航空,GS7879 NS8026,庆阳,庆阳机场,10:45,北京,大兴国际机场,19:55,兰州,停留5时50分,813,94.87% 97%
2020/5/24,西部航空 南方航空,PN6450 CZ2801,日喀则,和平机场,10:15,北京,大兴国际机场,10:35 +1天,重庆,停留18时55分,1550,97% 97%
2020/5/24,四川航空 南方航空,3U8220 CZ2801,神农架,红坪机场,13:25,北京,大兴国际机场,10:35 +1天,重庆,停留15时5分,2200,92% 97%
2020/5/24,东方航空 南方航空,MU5952 CZ6160,腾冲,驼峰机场T2,20:50,北京,大兴国际机场,23:30 +1天,昆明,停留22时10分,770,100.00% 89.44%
2020/5/24,东方航空 中国联合航空,MU5990 KN5256,腾冲,驼峰机场T2,22:00,北京,大兴国际机场,16:45 +1天,昆明,停留12时40分,835,100.00% 98.32%
2020/5/24,祥鹏航空 南方航空,8L9954 CZ6160,腾冲,驼峰机场T2,16:55,北京,大兴国际机场,23:30,昆明,停留2时10分,1156,93.10% 89.44%
2020/5/24,东方航空 东方航空,MU5769 MU5232,腾冲,驼峰机场T2,15:45,北京,大兴国际机场,10:35 +1天,成都,停留14时20分,1330,94.87% None
2020/5/24,东方航空 中国联合航空,MU5769 KN5228,腾冲,驼峰机场T2,15:45,北京,大兴国际机场,23:00,成都,停留2时40分,1658,94.87% None
2020/5/24,华夏航空 河北航空,G52828 NS8032,天水,麦积山机场,16:00,北京,大兴国际机场,21:30,西安,停留1时50分,690,97% 97%
2020/5/24,青岛航空 河北航空,QW6027 NS8022,铜仁,铜仁凤凰机场,12:50,北京,大兴国际机场,14:40 +1天,遵义,停留21时50分,621,100% None
2020/5/24,华夏航空 河北航空,G52824 NS8026,吐鲁番,交河机场,10:25,北京,大兴国际机场,19:55,兰州,停留4时20分,1080,100% 97%
2020/5/24,海南航空 南方航空,HU7369 CZ6121,潍坊,潍坊机场,8:40,北京,大兴国际机场,14:50,大连,停留3时40分,1131,90% 100.00%
2020/5/24,海南航空 中国联合航空,HU7032 KN5900,潍坊,潍坊机场,15:40,北京,大兴国际机场,00:50 +1天,广州,停留3时15分,1535,97% 100%
2020/5/24,海南航空 河北航空,HU7828 NS8032,乌海,乌海机场,15:50,北京,大兴国际机场,21:30,西安,停留1时45分,859,100.00% 97%
2020/5/24,广西通航 河北航空,1101 NS8030,梧州,西江机场,9:30,北京,大兴国际机场,15:25,桂林,停留2时5分,610,93% None
2020/5/24,南方航空 中国联合航空,CZ6235 KN5676,武汉,天河国际机场T3,7:15,北京,大兴国际机场,18:25,银川,停留7时,550,96.61% None
2020/5/24,厦门航空 中国联合航空,MF8237 KN5676,武汉,天河国际机场T3,15:45,北京,大兴国际机场,18:25 +1天,银川,停留22时25分,595,97% None
2020/5/24,南方航空 河北航空,CZ6235 NS8016,武汉,天河国际机场T3,7:15,北京,大兴国际机场,13:05,银川,停留1时40分,610,96.61% 100%
2020/5/24,南方航空 南方航空,CZ3783 CZ6164,武汉,天河国际机场T3,8:50,北京,大兴国际机场,23:35,杭州,停留10时50分,910,98.32% 96.61%
2020/5/24,厦门航空 厦门航空,MF8486 MF8149,武汉,天河国际机场T3,22:15,北京,大兴国际机场,12:25 +1天,杭州,停留10时15分,910,100% None
2020/5/24,南方航空 南方航空,CZ6875 CZ6164,武汉,天河国际机场T3,17:00,北京,大兴国际机场,23:35,杭州,停留2时50分,1000,89.44% 96.61%
2020/5/24,南方航空 首都航空,CZ3823 JD5352,武汉,天河国际机场T3,11:05,北京,大兴国际机场,20:15,杭州,停留5时20分,1069,100.00% 97%
2020/5/24,山东航空 南方航空,SC4879 CZ8824,武夷山,武夷山机场,9:10,北京,大兴国际机场,18:45,西安,停留4时55分,1120,87.56% None
2020/5/24,中国国航 中国联合航空,CA4591 KN5228,西昌,青山机场,17:20,北京,大兴国际机场,23:00,成都,停留1时50分,1528,100% None
2020/5/24,东方航空 中国联合航空,MU5934 KN5256,香格里拉(迪庆),香格里拉机场,23:25,北京,大兴国际机场,16:45 +1天,昆明,停留11时20分,1045,100.00% 98.32%
2020/5/24,祥鹏航空 中国联合航空,8L9832 KN5256,香格里拉(迪庆),香格里拉机场,9:10,北京,大兴国际机场,16:45,昆明,停留1时30分,1220,100.00% 98.32%
2020/5/24,东方航空 中国联合航空,MU5779 KN5216,香格里拉(迪庆),香格里拉机场,17:50,北京,大兴国际机场,00:50 +1天,成都,停留2时55分,1299,94.87% 96.61%
2020/5/24,桂林航空 首都航空,GT1087 JD5768,徐州,观音机场T2,12:05,北京,大兴国际机场,01:05 +1天,南昌,停留9时,595,86.67% 87%
2020/5/24,首都航空 南方航空,JD5690 CZ6164,宜昌,三峡机场,15:40,北京,大兴国际机场,23:35,杭州,停留3时45分,870,93% 96.61%
2020/5/24,吉祥航空 中国联合航空,HO1068 KN5978,宜昌,三峡机场,20:05,北京,大兴国际机场,14:35 +1天,上海,停留14时10分,914,93% None
2020/5/24,福州航空 中国联合航空,FU6675 KN5968,宜昌,三峡机场,8:20,北京,大兴国际机场,14:40,泉州,停留2时,1229,87% None
2020/5/24,重庆航空 中国联合航空,OQ2037 KN5992,宜春,明月山机场,9:30,北京,大兴国际机场,18:35,宁波,停留5时10分,863,97% 100%
2020/5/24,东方航空 河北航空,MU2204 NS8032,玉树,玉树巴塘机场,13:45,北京,大兴国际机场,21:30,西安,停留2时,1110,100% 97%
2020/5/24,东方航空 厦门航空,MU2314 MF8202,玉树,玉树巴塘机场,16:00,北京,大兴国际机场,21:25,西宁,停留1时55分,1280,90% None
2020/5/24,南方航空 南方航空,CZ3617 CZ8824,湛江,湛江机场,21:50,北京,大兴国际机场,18:45 +1天,西安,停留16时10分,1140,97% None
2020/5/24,东方航空 东方航空,MU5603 MU5389,湛江,湛江机场,16:55,北京,大兴国际机场,10:55 +1天,上海,停留10时25分,1280,None None
2020/5/24,东方航空 东方航空,MU5798 MU9707,湛江,湛江机场,22:45,北京,大兴国际机场,18:20 +1天,昆明,停留12时50分,1480,None None
2020/5/24,南方航空 南方航空,CZ2726 CZ2703,张家界,荷花机场T2,10:50,北京,大兴国际机场,16:25,重庆,停留2时5分,1160,None None
2020/5/24,吉祥航空 河北航空,HO1008 NS8032,中卫,沙坡头机场,14:05,北京,大兴国际机场,21:30,西安,停留3时35分,700,90% 97%
2020/5/24,桂林航空 中国联合航空,GT1025 KN5887,舟山,普陀山机场,9:50,北京,大兴国际机场,19:40,惠州,停留4时35分,805,None None
2020/5/24,福州航空 厦门航空,FU6602 MF8115,舟山,普陀山机场,22:20,北京,大兴国际机场,11:00 +1天,福州,停留8时15分,1010,96.61% 100%
2020/5/24,福州航空 中国联合航空,FU6602 KN5776,舟山,普陀山机场,22:20,北京,大兴国际机场,10:45 +1天,福州,停留8时15分,1025,96.61% 100%
2020/5/24,东方航空 华夏航空,MU5527 G52715,北京,大兴国际机场,19:05,阿拉善左旗,阿拉善左旗机场,09:35 +1天,重庆,停留9时30分,770,93% None
2020/5/24,中国联合航空 春秋航空,KN5977 9C8677,北京,大兴国际机场,21:00,安顺,黄果树机场,15:10 +1天,上海,停留12时55分,863,100.00% 97%
2020/5/24,河北航空 天津航空,NS8031 GS7603,北京,大兴国际机场,15:45,百色,百色机场,16:45 +1天,西安,停留20时20分,835,97% 98.32%
2020/5/24,河北航空 东方航空,NS8031 MU2389,北京,大兴国际机场,15:45,包头,包头东河机场,23:00,西安,停留3时30分,735,97% 96.67%
2020/5/24,东方航空 东方航空,MU9708 MU5983,北京,大兴国际机场,20:20,保山,保山机场,07:50 +1天,昆明,停留5时35分,650,None None
2020/5/24,河北航空 长安航空,NS8031 9H8323,北京,大兴国际机场,15:45,北海,福成机场,08:55 +1天,西安,停留12时25分,720,97% 100.00%
2020/5/24,中国联合航空 春秋航空,KN5977 9C8531,北京,大兴国际机场,21:00,白山,长白山机场,20:15 +1天,上海,停留18时25分,903,100.00% 100.00%
2020/5/24,河北航空 东方航空,NS8031 MU9691,北京,大兴国际机场,15:45,博乐,博乐机场,16:25 +1天,西安,停留18时15分,880,97% None
2020/5/24,东方航空 西藏航空,MU5527 TV9908,北京,大兴国际机场,19:05,昌都,邦达机场,09:10 +1天,重庆,停留9时5分,1312,93% None
2020/5/24,中国联合航空 春秋航空,KN5977 9C8731,北京,大兴国际机场,21:00,常德,桃花源机场T2,15:20 +1天,上海,停留13时45分,743,100.00% 100.00%
2020/5/24,河北航空 春秋航空,NS8027 9C6321,北京,大兴国际机场,8:00,朝阳,邯郸机场,14:30,宁波,停留1时45分,670,94.87% None
2020/5/24,厦门航空 春秋航空,MF8150 9C8538,北京,大兴国际机场,13:40,揭阳,潮汕机场,17:50 +1天,杭州,停留23时55分,630,100% 100%
2020/5/24,中国联合航空 南方航空,KN2911 CZ3826,北京,大兴国际机场,11:40,揭阳,潮汕机场,00:30 +1天,长沙,停留6时35分,638,96.15% None
2020/5/24,河北航空 春秋航空,NS8019 9C8538,北京,大兴国际机场,9:20,揭阳,潮汕机场,17:50,杭州,停留4时25分,660,100% 98.32%
2020/5/24,河北航空 春秋航空,NS8029 9C8706,北京,大兴国际机场,9:00,揭阳,潮汕机场,15:05,桂林,停留1时50分,710,93% 93%
2020/5/24,首都航空 春秋航空,JD5351 9C8538,北京,大兴国际机场,23:05,揭阳,潮汕机场,17:50 +1天,杭州,停留14时40分,727,100% 100%
2020/5/24,首都航空 南方航空,JD5351 CZ6418,北京,大兴国际机场,23:05,揭阳,潮汕机场,16:50 +1天,杭州,停留13时40分,777,100% 98.32%
2020/5/24,东方航空 东方航空,MU9708 MU5955,北京,大兴国际机场,20:20,沧源,佤山机场,09:10 +1天,昆明,停留6时55分,750,98.32% None
2020/5/24,河北航空 山东航空,NS8025 SC4684,北京,大兴国际机场,14:15,大同,云冈机场,20:50,兰州,停留2时30分,780,100% 96.61%
2020/5/24,河北航空 长安航空,NS8031 9H6013,北京,大兴国际机场,15:45,敦煌,敦煌机场,11:00 +1天,西安,停留14时25分,540,97% 100.00%
2020/5/24,东方航空 乌鲁木齐航空,MU5147 UQ2586,北京,大兴国际机场,12:30,敦煌,敦煌机场,22:35,杭州,停留3时45分,880,97% 80.00%
2020/5/24,东方航空 东方航空,MU9708 MU5971,北京,大兴国际机场,20:20,芒市,德宏芒市机场,09:55 +1天,昆明,停留7时35分,800,98.32% None
2020/5/24,东方航空 祥鹏航空,MU9708 8L9921,北京,大兴国际机场,20:20,芒市,德宏芒市机场,08:10 +1天,昆明,停留5时55分,817,98.32% 94.87%
2020/5/24,南方航空 东方航空,CZ6159 MU5919,北京,大兴国际机场,14:40,芒市,德宏芒市机场,21:30,昆明,停留2时5分,1150,98.32% 98.32%
2020/5/24,河北航空 幸福航空,NS8031 JR1513,北京,大兴国际机场,15:45,额济纳旗,桃来机场,11:20 +1天,西安,停留13时25分,1608,97% 93%
2020/5/24,河北航空 长龙航空,NS8031 GJ8658,北京,大兴国际机场,15:45,恩施,许家坪机场,21:45,西安,停留2时40分,560,97% 100%
2020/5/24,中国联合航空 华夏航空,KN2917 G52888,北京,大兴国际机场,7:55,二连浩特,赛乌苏国际机场,16:40,通辽,停留5时25分,846,94.87% 77%
2020/5/24,中国联合航空 中国联合航空,KN5967 KN5798,北京,大兴国际机场,8:20,佛山,沙堤机场,17:50,泉州,停留5时5分,669,None None
2020/5/24,中国联合航空 中国联合航空,KN5927 KN5920,北京,大兴国际机场,11:50,佛山,沙堤机场,20:40,厦门,停留4时20分,868,97% None
2020/5/24,厦门航空 中国联合航空,MF8128 KN5920,北京,大兴国际机场,13:30,佛山,沙堤机场,20:40,厦门,停留2时45分,1184,100% None
2020/5/24,中国联合航空 长龙航空,KN5991 GJ8071,北京,大兴国际机场,12:45,赣州,黄金机场T2,19:20,宁波,停留2时25分,868,100.00% 97%
2020/5/24,河北航空 东方航空,NS8031 MU2375,北京,大兴国际机场,15:45,格尔木,格尔木机场,22:10,西安,停留1时50分,1095,97% 97%
2020/5/24,河北航空 华夏航空,NS8015 G52670,北京,大兴国际机场,8:00,固原,六盘山机场,13:00,银川,停留2时,450,100% 93%
2020/5/24,东方航空 华夏航空,MU5527 G52667,北京,大兴国际机场,19:05,固原,六盘山机场,09:45 +1天,重庆,停留9时55分,590,100% None
2020/5/24,河北航空 春秋航空,NS8039 9C6102,北京,大兴国际机场,16:00,广元,盘龙机场,22:25,贵阳,停留2时10分,850,93% 97%
2020/5/24,中国联合航空 中国国航,KN5215 CA4257,北京,大兴国际机场,7:20,哈密,哈密机场,15:00,成都,停留1时40分,1078,93% 100%
2020/5/24,厦门航空 华夏航空,MF8201 G54355,北京,大兴国际机场,16:00,哈密,哈密机场,21:55,西宁,停留1时30分,1210,97% None
2020/5/24,河北航空 春秋航空,NS8027 9C6321,北京,大兴国际机场,8:00,邯郸,邯郸机场,14:30,宁波,停留1时45分,670,94.87% None
2020/5/24,河北航空 东方航空,NS8031 MU5561,北京,大兴国际机场,15:45,和田,和田机场,17:20 +1天,西安,停留19时10分,1020,97% None
2020/5/24,中国联合航空 东方航空,KN5977 MU5613,北京,大兴国际机场,21:00,黑河,黑河机场,14:05 +1天,上海,停留9时20分,1393,100.00% 98.32%
2020/5/24,中国联合航空 金鹏航空,KN5651 Y87539,北京,大兴国际机场,10:10,呼和浩特,白塔国际机场,11:20 +1天,榆林,停留22时30分,388,100% None
2020/5/24,河北航空 春秋航空,NS8027 9C8857,北京,大兴国际机场,8:00,淮安,涟水机场,14:10,宁波,停留2时30分,710,94.87% 100%
2020/5/24,中国联合航空 春秋航空,KN5991 9C8857,北京,大兴国际机场,12:45,淮安,涟水机场,14:10 +1天,宁波,停留21时40分,748,100.00% 100%
2020/5/24,东方航空 华夏航空,MU5527 G52709,北京,大兴国际机场,19:05,淮安,涟水机场,21:15 +1天,重庆,停留20时55分,760,100% None
2020/5/24,南方航空 华夏航空,CZ8815 G52709,北京,大兴国际机场,12:55,淮安,涟水机场,20:20,重庆,停留2时5分,1440,100% None
2020/5/24,中国联合航空 东方航空,KN5969 MU9697,北京,大兴国际机场,10:00,锦州,锦州湾机场,14:30,烟台,停留1时40分,623,100.00% 90%
2020/5/24,东方航空 东方航空,MU9708 MU5901,北京,大兴国际机场,20:20,西双版纳,嘎洒国际机场,09:15 +1天,昆明,停留7时,650,98.32% None
2020/5/24,南方航空 祥鹏航空,CZ8823 8L9640,北京,大兴国际机场,12:50,西双版纳,嘎洒国际机场,00:30 +1天,西安,停留6时55分,677,93% None
2020/5/24,河北航空 长龙航空,NS8029 GJ8555,北京,大兴国际机场,9:00,西双版纳,嘎洒国际机场,19:55,桂林,停留5时45分,750,93% None
2020/5/24,东方航空 四川航空,MU9708 3U8621,北京,大兴国际机场,20:20,西双版纳,嘎洒国际机场,07:50 +1天,昆明,停留5时25分,790,98.32% 96.61%
2020/5/24,中国联合航空 东方航空,KN5855 MU7418,北京,大兴国际机场,7:10,井冈山,井冈山机场,14:00,深圳,停留2时15分,1063,97% None
2020/5/24,中国联合航空 四川航空,KN5227 3U8605,北京,大兴国际机场,16:00,九寨沟,黄龙机场,23:10,成都,停留3时10分,1349,100% None
2020/5/24,南方航空 南方航空,CZ8823 CZ6850,北京,大兴国际机场,12:50,喀什,喀什机场,23:40,西安,停留2时10分,1160,None None
